17137,443488.951,1.5934139,-0.55868331,0.1068738
17138,443514.5506,1.5919711,-0.5570558,0.1189503
17139,443540.1107,1.5909243,-0.55740779,0.1274943
17140,443565.6543,1.5902118,-0.56252091,0.1344464
17141,443591.224,1.5899985,-0.56134162,0.1356782
17142,443616.7908,1.5882645,-0.5620955,0.1479756
17143,443642.3587,1.5882863,-0.56485841,0.1485107
17144,443667.927,1.5874166,-0.55332507,0.1510954
17145,443693.4949,1.5871009,-0.55399069,0.1533461
17146,443719.0628,1.5852058,-0.56003857,0.1666517
17147,443744.6317,1.5852058,-0.56003857,0.1666517
17148,443770.1985,1.5834393,-0.54454987,0.172547
17149,443795.7664,1.5838172,-0.54281776,0.1698059
17150,443821.3365,1.5837729,-0.54839905,0.171838
17151,443846.9029,1.5808524,-0.5349993,0.1835855
17152,443872.4719,1.5802122,-0.5352473,0.187059
17153,443898.0398,1.5784396,-0.53720323,0.1967553
17154,443923.6306,1.577255,-0.53946639,0.203245
17155,443949.2059,1.576731,-0.5309486,0.2030479
17156,443974.7957,1.5757766,-0.53382883,0.2085223
17157,444000.3114,1.5775699,-0.53541119,0.200463
17158,444025.8814,1.5771256,-0.53603709,0.2028161
17159,444051.4796,1.575034,-0.53467797,0.2122304
17160,444077.0144,1.5738762,-0.53238714,0.2167798
17161,444110.604,1.5728882,-0.53455736,0.2218243
17162,444136.1719,1.5721852,-0.52703523,0.2225582
17163,444161.7401,1.5721014,-0.52893261,0.223536
17164,444187.3412,1.5716301,-0.53267737,0.2267208
17165,444212.877,1.5676804,-0.52517407,0.2408237
17166,444238.4752,1.567146,-0.5262708,0.243295
17167,444264.5487,1.5664583,-0.52635231,0.2460374
17168,444290.0807,1.5663301,-0.52208821,0.2452264
17169,444315.6489,1.565507,-0.52163247,0.2483038
17170,444341.2168,1.565481,-0.51529036,0.2463144
17171,444366.8158,1.5644524,-0.51129839,0.2489243
17172,444392.3865,1.5658716,-0.51164808,0.2434872
17173,444417.9463,1.5655923,-0.51322023,0.2451552
17174,444443.5135,1.5660035,-0.51892403,0.2454869
17175,444469.5828,1.5654805,-0.51834349,0.2473454
17176,444495.1507,1.5656631,-0.52026196,0.2472588
17177,444520.7182,1.5660328,-0.52498522,0.2472922
17178,444546.2872,1.5661552,-0.52487013,0.2467785
17179,444572.3561,1.5663504,-0.51589165,0.2430903
17180,444597.9244,1.5676161,-0.51698627,0.238386
17181,444623.493,1.5664218,-0.51015841,0.2407433
17182,444649.5623,1.569425,-0.508982,0.2278832
17183,444675.6302,1.5687117,-0.51878978,0.2345262
17184,444701.7002,1.5684707,-0.51343386,0.2336038
17185,444727.7692,1.5694615,-0.51576814,0.2303245
17186,444753.3375,1.5697998,-0.50972861,0.2265819
17187,444778.905,1.5712927,-0.51435917,0.2219373
17188,444804.4733,1.5717627,-0.51813593,0.2213044
17189,444830.0412,1.5723936,-0.52269696,0.2201704
17190,444855.6094,1.5737993,-0.5219942,0.2136121
17191,444881.177,1.5737993,-0.5219942,0.2136121
17192,444907.2773,1.5724404,-0.51681433,0.2178073
17193,444932.8145,1.5746599,-0.50673561,0.2033214
17194,444958.3824,1.5735851,-0.51027817,0.2099573
17195,444983.9503,1.5742479,-0.4914606,0.1976371
17196,445009.5189,1.5733709,-0.4784635,0.1943659
17197,445035.0875,1.5671923,-0.4589277,0.211276
17198,445060.6554,1.568287,-0.4495627,0.1994713
17199,445086.2533,1.5706175,-0.4668248,0.2004151
17200,445111.7916,1.5715002,-0.4767003,0.202447
17201,445137.3581,1.5731673,-0.4884468,0.2012498
17202,445162.9263,1.5734973,-0.50408619,0.2076141
17203,445188.4942,1.5734622,-0.5055662,0.2084559
17204,445218.0742,1.5757369,-0.52148213,0.2043834
17205,445243.641,1.5762923,-0.52006969,0.2011579
17206,445269.21,1.5770947,-0.51608015,0.1955599
17207,445295.2782,1.5777673,-0.52006338,0.1938591
17208,445321.349,1.5774272,-0.51461656,0.1932501
17209,445346.9158,1.5751428,-0.51923694,0.2063342
17210,445372.5147,1.5774829,-0.50932371,0.1905391
17211,445398.083,1.5801962,-0.53008105,0.1852748
17212,445423.6195,1.579427,-0.52709081,0.1881678
17213,445449.2188,1.5800721,-0.52062051,0.1820925
17214,445474.7557,1.5806424,-0.52168565,0.1794642
17215,445500.3243,1.5815981,-0.52949922,0.177468
17216,445526.3939,1.579366,-0.51551977,0.1835896
17217,445552.4904,1.5806961,-0.51734641,0.1772104
17218,445579.5657,1.5807748,-0.52063823,0.1782766
17219,445605.1266,1.5813836,-0.52453095,0.1766095
17220,445630.7015,1.580522,-0.5167259,0.1778814
17221,445656.2381,1.5812536,-0.51971084,0.1751999
17222,445681.807,1.5814045,-0.52000687,0.1744895
17223,445707.3742,1.5816909,-0.51737907,0.1716298
17224,445732.9432,1.580668,-0.52136784,0.1791847
17225,445758.51,1.5809709,-0.51643004,0.1752494
17226,445784.6111,1.5818127,-0.51665626,0.1705806
17227,445810.1483,1.5814857,-0.51982348,0.1739475
17228,445836.2169,1.5825034,-0.5222546,0.1692422
17229,445862.2859,1.5827441,-0.52445293,0.1688398
17230,445887.8538,1.5821497,-0.52174426,0.1710507
17231,445913.4217,1.5819344,-0.52805268,0.1750101
17232,445946.5408,1.5824274,-0.52684434,0.1717111
17233,445972.0788,1.582617,-0.52841111,0.1712857
17234,445997.6456,1.5823207,-0.52997317,0.1736152
17235,446023.2149,1.5825254,-0.52809001,0.1716767
17236,446049.2839,1.5825861,-0.53061167,0.1723664
17237,446074.8507,1.5828162,-0.54308742,0.1755934
17238,446100.4197,1.5834911,-0.54378626,0.1720041
17239,446125.9879,1.5845768,-0.55096054,0.1679397
17240,446151.5551,1.5857812,-0.55972896,0.1631379
17241,446177.1227,1.3865461,-0.390320643,0.1631963
17242,446202.692,1.3861665,-0.393078103,0.1656138
17243,446228.2588,1.3874007,-0.390615116,0.157962
17244,446253.8271,1.3859746,-0.36929887,0.1640487
17245,446279.3953,1.3859004,-0.33440765,0.1539418
17246,446315.9927,1.3834533,-0.298622,0.1501412
17247,446341.5913,1.3824044,-0.2977227,0.1562726
17248,446367.1592,1.3833314,-0.312907,0.1596059
17249,446393.1982,1.3813563,-0.30675729,0.1680654
17250,446418.7657,1.3819463,-0.31613895,0.1695548
17251,446444.3333,1.3823069,-0.31250967,0.1655859
17252,446469.9333,1.3817973,-0.32444693,0.174258
17253,446495.4694,1.3828266,-0.32673706,0.1693656
17254,446521.5391,1.3830077,-0.3205013,0.1654565
17255,446547.1077,1.3840165,-0.32743223,0.1626202
17256,446572.7063,1.3840569,-0.32340949,0.1605168
17257,446598.2784,1.3843464,-0.32228698,0.1581866
17258,446623.8417,1.3843207,-0.32389406,0.1591248
17259,446649.4128,1.3833705,-0.31953687,0.1628137
17260,446674.9469,1.3835046,-0.31296138,0.1585661
17261,446700.5155,1.3810278,-0.32199685,0.1774828
17262,446726.083,1.3803767,-0.31612001,0.1783972
17263,446752.152,1.3804474,-0.32073418,0.1801108
17264,446777.7202,1.3806075,-0.32399377,0.1806441
17265,446803.2881,1.3810668,-0.31999187,0.1763718
17266,446828.856,1.3801774,-0.32534032,0.1835158
17267,446854.4246,1.3806153,-0.32181751,0.1796692
17268,446879.9918,1.3814361,-0.31658654,0.1726997
17269,446905.5597,1.3815198,-0.31738534,0.1726087
17270,446931.1276,1.3812096,-0.3210775,0.1760648
17271,446956.6959,1.3804718,-0.31945828,0.1794106
17272,446982.2645,1.3805024,-0.31430964,0.1768397
17273,447007.8324,1.3812868,-0.31367209,0.1721157
17274,447033.4013,1.3811,-0.31702931,0.1748112
17275,447058.9682,1.3810058,-0.3197273,0.1765897
17276,447084.5361,1.3818415,-0.31951123,0.1717809
17277,447110.1068,1.3811626,-0.31566813,0.1738058
17278,447135.6715,1.3817166,-0.31836764,0.1719549
17279,447161.2405,1.3810404,-0.31361801,0.1734876
17280,447186.8091,1.3813821,-0.31898096,0.174141
17281,447212.3755,1.381666,-0.32070435,0.1733323
17282,447237.9434,1.3813913,-0.31897977,0.1740884
17283,447263.5121,1.3816178,-0.31750205,0.1721062
17284,447289.1085,1.3811099,-0.31984515,0.176064
17285,447314.6792,1.38081,-0.31405272,0.1749998
17286,447340.2475,1.3802349,-0.31383566,0.1780878
17287,447365.7836,1.3814696,-0.32114086,0.1746386
17288,447391.3519,1.3819756,-0.32239855,0.172343
17289,447416.9201,1.381553,-0.31642061,0.1719544
17290,447442.4877,1.3812666,-0.31777626,0.1742274
17291,447468.5577,1.3816201,-0.32000169,0.1732692
17292,447494.1983,1.3811502,-0.31514654,0.1736217
